customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST01408,Male,1,No,Yes,9,No,DSL,Month-to-month,Credit card,44.01,396.09,Yes
CUST01409,Female,1,Yes,No,5,No,No,One year,Electronic check,102.96,514.8,No
CUST01410,Male,0,No,Yes,66,Yes,No,Month-to-month,Mailed check,89.37,5898.42,No
CUST01411,Female,0,Yes,No,46,Yes,Fiber optic,Two year,Mailed check,59.06,2716.76,No
CUST01412,Female,1,No,No,12,Yes,Fiber optic,One year,Electronic check,115.28,1383.36,Yes
CUST01413,Male,0,Yes,No,62,Yes,DSL,Month-to-month,Bank transfer,82.64,5123.68,No
CUST01414,Female,1,Yes,No,70,Yes,Fiber optic,Month-to-month,Electronic check,20.5,1435.0,No
CUST01415,Female,0,Yes,Yes,27,Yes,No,Month-to-month,Electronic check,43.37,1170.99,No
CUST01416,Male,0,No,No,64,No,Fiber optic,Month-to-month,Mailed check,56.82,3636.48,No
CUST01417,Female,1,No,No,51,Yes,No,One year,Bank transfer,95.62,4876.62,No
CUST01418,Male,1,Yes,Yes,18,No,DSL,Month-to-month,Bank transfer,73.53,1323.54,No
CUST01419,Male,0,Yes,Yes,72,No,DSL,Two year,Credit card,81.88,5895.36,Yes
CUST01420,Female,0,No,Yes,51,Yes,Fiber optic,Two year,Electronic check,76.39,3895.89,No
CUST01421,Female,0,No,Yes,58,Yes,No,Two year,Mailed check,96.38,5590.04,No
CUST01422,Male,1,Yes,Yes,41,No,DSL,One year,Bank transfer,87.01,3567.41,No
CUST01423,Male,0,No,No,52,No,No,Month-to-month,Bank transfer,108.73,5653.96,Yes
CUST01424,Female,1,Yes,No,69,No,No,Month-to-month,Electronic check,87.66,6048.54,No
CUST01425,Female,1,Yes,Yes,27,No,DSL,Month-to-month,Bank transfer,21.49,580.23,No
CUST01426,Female,0,Yes,No,24,Yes,DSL,Month-to-month,Mailed check,97.72,2345.28,No
CUST01427,Male,1,No,No,61,Yes,Fiber optic,Month-to-month,Mailed check,95.23,5809.03,Yes
CUST01428,Female,1,Yes,Yes,9,Yes,No,Month-to-month,Bank transfer,28.12,253.08,No
CUST01429,Male,1,Yes,No,10,Yes,No,One year,Credit card,49.3,493.0,No
CUST01430,Female,1,Yes,No,52,No,Fiber optic,Month-to-month,Bank transfer,82.7,4300.4,No
CUST01431,Female,1,Yes,No,50,Yes,No,One year,Mailed check,36.23,1811.5,No
CUST01432,Male,1,No,No,44,Yes,Fiber optic,One year,Electronic check,21.95,965.8,No
CUST01433,Female,1,Yes,Yes,50,Yes,DSL,One year,Mailed check,113.66,5683.0,No
CUST01434,Male,0,No,No,40,No,DSL,Two year,Mailed check,55.79,2231.6,Yes
CUST01435,Female,0,Yes,No,21,Yes,No,Month-to-month,Bank transfer,87.8,1843.8,Yes
CUST01436,Female,1,No,Yes,16,Yes,No,Month-to-month,Bank transfer,66.77,1068.32,Yes
CUST01437,Female,0,No,Yes,39,No,No,Month-to-month,Electronic check,46.46,1811.94,No
CUST01438,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,Credit card,63.12,757.44,No
CUST01439,Male,1,No,Yes,68,Yes,DSL,Month-to-month,Electronic check,30.83,2096.44,No
CUST01440,Female,0,Yes,Yes,62,Yes,No,Month-to-month,Bank transfer,109.43,6784.66,No
CUST01441,Male,1,Yes,No,62,Yes,DSL,One year,Mailed check,98.44,6103.28,No
CUST01442,Female,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Credit card,88.15,6082.35,No
CUST01443,Female,1,No,Yes,51,Yes,Fiber optic,Two year,Mailed check,88.07,4491.57,No
CUST01444,Female,0,Yes,Yes,1,No,No,Month-to-month,Mailed check,56.51,56.51,No
CUST01445,Female,1,Yes,No,11,Yes,No,One year,Bank transfer,119.22,1311.42,No
CUST01446,Female,0,Yes,Yes,51,No,No,One year,Electronic check,76.94,3923.94,No
CUST01447,Female,1,Yes,No,71,Yes,DSL,One year,Mailed check,79.06,5613.26,No
CUST01448,Female,0,No,No,4,Yes,Fiber optic,One year,Bank transfer,105.09,420.36,No
CUST01449,Female,0,No,No,65,Yes,No,Month-to-month,Credit card,75.35,4897.75,No
CUST01450,Male,1,No,No,11,Yes,No,Month-to-month,Credit card,55.69,612.59,No
CUST01451,Female,0,No,No,35,No,No,Month-to-month,Mailed check,58.04,2031.4,No
CUST01452,Male,0,Yes,No,55,No,No,One year,Electronic check,70.58,3881.9,No
CUST01453,Female,1,Yes,Yes,68,Yes,No,Month-to-month,Bank transfer,51.83,3524.44,No
CUST01454,Male,1,Yes,Yes,49,No,No,One year,Mailed check,58.09,2846.41,No
CUST01455,Male,0,No,No,43,Yes,Fiber optic,Month-to-month,Bank transfer,105.25,4525.75,No
CUST01456,Male,0,No,No,23,Yes,No,One year,Electronic check,83.83,1928.09,No
CUST01457,Female,1,Yes,No,43,Yes,Fiber optic,Month-to-month,Credit card,60.49,2601.07,No
CUST01458,Female,0,Yes,No,21,Yes,DSL,Month-to-month,Electronic check,116.86,2454.06,No
CUST01459,Female,0,No,No,71,Yes,No,Month-to-month,Bank transfer,91.06,6465.26,No
CUST01460,Male,1,Yes,Yes,62,Yes,DSL,Month-to-month,Credit card,97.3,6032.6,No
CUST01461,Male,1,Yes,No,61,No,DSL,Month-to-month,Credit card,36.48,2225.28,No
CUST01462,Male,0,No,No,39,Yes,Fiber optic,Month-to-month,Mailed check,28.82,1123.98,No
CUST01463,Female,0,Yes,No,53,Yes,DSL,Two year,Bank transfer,67.59,3582.27,No
CUST01464,Female,0,No,Yes,19,Yes,Fiber optic,One year,Credit card,89.71,1704.49,Yes
CUST01465,Male,1,Yes,Yes,67,No,Fiber optic,Month-to-month,Mailed check,114.8,7691.6,No
CUST01466,Female,1,No,Yes,30,No,Fiber optic,Month-to-month,Electronic check,104.47,3134.1,No
CUST01467,Male,1,No,No,41,Yes,Fiber optic,Month-to-month,Bank transfer,106.4,4362.4,No
CUST01468,Female,1,No,No,65,No,DSL,One year,Mailed check,53.73,3492.45,No
CUST01469,Male,0,No,No,38,Yes,DSL,Two year,Mailed check,115.8,4400.4,Yes
CUST01470,Male,0,Yes,Yes,39,No,Fiber optic,Month-to-month,Electronic check,57.25,2232.75,No
CUST01471,Male,0,Yes,No,26,Yes,Fiber optic,Month-to-month,Bank transfer,20.56,534.56,No
CUST01472,Male,1,No,No,36,No,Fiber optic,Month-to-month,Credit card,105.11,3783.96,No
CUST01473,Male,0,Yes,No,37,No,Fiber optic,Month-to-month,Mailed check,84.31,3119.47,No
CUST01474,Male,0,Yes,Yes,8,Yes,DSL,Two year,Mailed check,72.58,580.64,No
CUST01475,Male,0,No,Yes,0,No,Fiber optic,One year,Credit card,82.69,82.69,No
CUST01476,Female,1,Yes,Yes,20,Yes,No,Month-to-month,Credit card,40.4,808.0,No
CUST01477,Female,1,No,No,22,No,Fiber optic,Two year,Mailed check,98.69,2171.18,No
CUST01478,Female,0,No,Yes,48,No,No,Month-to-month,Mailed check,35.48,1703.04,No
CUST01479,Male,0,No,Yes,13,Yes,Fiber optic,Month-to-month,Mailed check,59.25,770.25,No
CUST01480,Male,0,Yes,Yes,25,Yes,No,One year,Mailed check,64.29,1607.25,No
CUST01481,Male,1,No,Yes,52,Yes,DSL,Two year,Mailed check,108.16,5624.32,No
CUST01482,Female,0,Yes,No,41,No,Fiber optic,One year,Electronic check,85.33,3498.53,No
CUST01483,Female,1,Yes,Yes,62,Yes,DSL,Month-to-month,Bank transfer,92.48,5733.76,No
CUST01484,Female,1,Yes,Yes,33,Yes,DSL,Month-to-month,Mailed check,106.54,3515.82,No
CUST01485,Male,0,No,No,56,No,No,Month-to-month,Bank transfer,26.99,1511.44,No
CUST01486,Male,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Credit card,77.96,1325.32,Yes
CUST01487,Female,0,No,No,6,No,Fiber optic,Month-to-month,Mailed check,74.8,448.8,Yes
CUST01488,Male,0,No,Yes,47,Yes,DSL,Month-to-month,Bank transfer,86.73,4076.31,No
CUST01489,Female,0,No,Yes,38,Yes,DSL,Month-to-month,Electronic check,43.63,1657.94,No
CUST01490,Male,0,No,Yes,2,No,Fiber optic,One year,Mailed check,97.89,195.78,Yes
CUST01491,Female,0,No,No,7,Yes,No,Month-to-month,Electronic check,81.21,568.47,Yes
CUST01492,Female,0,Yes,Yes,18,No,Fiber optic,One year,Mailed check,59.78,1076.04,No
CUST01493,Male,0,Yes,Yes,6,Yes,DSL,One year,Electronic check,31.52,189.12,No
CUST01494,Male,0,No,No,15,Yes,Fiber optic,Month-to-month,Mailed check,81.75,1226.25,No
CUST01495,Female,0,Yes,No,55,Yes,DSL,Month-to-month,Bank transfer,58.03,3191.65,No
CUST01496,Female,1,Yes,No,22,Yes,DSL,Month-to-month,Bank transfer,30.05,661.1,No
CUST01497,Male,0,No,No,48,Yes,DSL,Two year,Bank transfer,32.88,1578.24,No
CUST01498,Female,0,Yes,Yes,16,Yes,Fiber optic,Month-to-month,Bank transfer,97.92,1566.72,Yes
CUST01499,Female,1,Yes,Yes,70,Yes,No,Month-to-month,Mailed check,52.66,3686.2,No
CUST01500,Male,0,No,Yes,3,No,DSL,Month-to-month,Credit card,34.08,102.24,No
CUST01501,Male,0,No,Yes,35,No,DSL,Month-to-month,Mailed check,26.03,911.05,No
CUST01502,Male,0,No,No,16,Yes,DSL,Month-to-month,Bank transfer,106.0,1696.0,Yes
CUST01503,Female,1,No,No,4,No,Fiber optic,Month-to-month,Bank transfer,44.97,179.88,No
CUST01504,Male,1,No,No,8,Yes,Fiber optic,Month-to-month,Credit card,57.09,456.72,No
CUST01505,Male,1,No,Yes,13,Yes,No,Two year,Electronic check,33.69,437.97,Yes
CUST01506,Female,1,Yes,Yes,4,Yes,Fiber optic,Two year,Mailed check,40.72,162.88,No
CUST01507,Male,0,No,No,54,Yes,Fiber optic,Month-to-month,Electronic check,71.63,3868.02,Yes
CUST01508,Female,1,No,Yes,59,Yes,Fiber optic,Month-to-month,Electronic check,28.44,1677.96,No
CUST01509,Female,1,No,No,6,Yes,DSL,Month-to-month,Mailed check,101.3,607.8,Yes
CUST01510,Female,1,No,No,3,No,Fiber optic,Month-to-month,Electronic check,21.74,65.22,No
CUST01511,Female,0,Yes,No,26,No,Fiber optic,Month-to-month,Credit card,32.05,833.3,No
CUST01512,Female,0,Yes,Yes,55,Yes,DSL,Month-to-month,Electronic check,102.32,5627.6,No
CUST01513,Male,1,No,Yes,34,Yes,Fiber optic,Month-to-month,Credit card,60.3,2050.2,No
CUST01514,Male,0,No,Yes,59,No,No,Month-to-month,Electronic check,32.43,1913.37,No
CUST01515,Male,0,No,Yes,40,No,No,Two year,Credit card,44.93,1797.2,Yes
CUST01516,Female,1,Yes,Yes,50,Yes,Fiber optic,Month-to-month,Credit card,98.33,4916.5,No
CUST01517,Female,1,Yes,Yes,71,Yes,Fiber optic,Month-to-month,Credit card,94.99,6744.29,No
CUST01518,Female,1,No,Yes,34,Yes,No,Two year,Credit card,44.82,1523.88,No
CUST01519,Male,1,Yes,No,1,Yes,DSL,Two year,Credit card,26.7,26.7,No
CUST01520,Male,0,Yes,Yes,6,Yes,No,Two year,Bank transfer,71.56,429.36,No
CUST01521,Female,0,Yes,No,12,Yes,DSL,Two year,Electronic check,104.96,1259.52,No
CUST01522,Female,1,Yes,Yes,56,No,Fiber optic,One year,Mailed check,116.25,6510.0,No
CUST01523,Female,1,Yes,No,20,No,DSL,Month-to-month,Mailed check,95.78,1915.6,No
CUST01524,Male,0,No,No,7,Yes,DSL,Month-to-month,Credit card,101.19,708.33,Yes
CUST01525,Female,0,Yes,Yes,72,No,DSL,Month-to-month,Credit card,28.51,2052.72,No
CUST01526,Female,1,No,Yes,71,Yes,No,Month-to-month,Electronic check,110.38,7836.98,No
CUST01527,Female,1,Yes,No,33,Yes,DSL,Month-to-month,Credit card,110.47,3645.51,No
CUST01528,Female,0,No,No,36,No,DSL,Two year,Bank transfer,87.42,3147.12,No
CUST01529,Female,1,No,No,5,No,DSL,Two year,Bank transfer,108.48,542.4,No
CUST01530,Male,1,Yes,Yes,57,No,DSL,Month-to-month,Mailed check,71.17,4056.69,No
CUST01531,Male,1,No,Yes,45,No,No,Month-to-month,Credit card,78.0,3510.0,Yes
CUST01532,Female,0,No,Yes,68,No,DSL,Month-to-month,Credit card,89.67,6097.56,No
CUST01533,Male,0,Yes,No,8,Yes,Fiber optic,One year,Mailed check,62.49,499.92,Yes
CUST01534,Female,0,No,No,26,Yes,DSL,Month-to-month,Electronic check,91.47,2378.22,No
CUST01535,Female,1,No,Yes,32,No,Fiber optic,Month-to-month,Credit card,52.12,1667.84,No
CUST01536,Female,1,No,Yes,18,No,DSL,One year,Credit card,46.22,831.96,No
CUST01537,Male,1,Yes,Yes,51,Yes,Fiber optic,Month-to-month,Credit card,104.51,5330.01,No
CUST01538,Male,1,No,No,70,Yes,Fiber optic,Month-to-month,Mailed check,34.55,2418.5,No
CUST01539,Female,1,Yes,No,50,No,No,Two year,Credit card,82.66,4133.0,No
CUST01540,Female,0,No,No,72,Yes,DSL,Two year,Electronic check,51.24,3689.28,No
CUST01541,Female,0,No,No,17,Yes,Fiber optic,One year,Electronic check,92.24,1568.08,No
CUST01542,Female,0,Yes,No,9,Yes,Fiber optic,Month-to-month,Mailed check,67.45,607.05,Yes
CUST01543,Male,1,Yes,No,12,Yes,No,Month-to-month,Bank transfer,71.47,857.64,Yes
CUST01544,Female,1,Yes,Yes,17,No,No,Two year,Bank transfer,49.87,847.79,No
CUST01545,Female,1,Yes,No,71,Yes,DSL,Month-to-month,Bank transfer,81.34,5775.14,No
CUST01546,Female,1,No,Yes,40,No,DSL,Month-to-month,Mailed check,62.36,2494.4,No
CUST01547,Female,0,Yes,No,64,No,DSL,Month-to-month,Mailed check,100.53,6433.92,No
CUST01548,Female,0,No,No,53,Yes,DSL,Month-to-month,Electronic check,53.65,2843.45,No
CUST01549,Female,0,Yes,No,54,No,Fiber optic,Month-to-month,Credit card,36.03,1945.62,No
CUST01550,Male,0,No,Yes,39,No,No,One year,Electronic check,60.12,2344.68,Yes
CUST01551,Male,1,No,Yes,11,Yes,Fiber optic,Two year,Credit card,57.25,629.75,Yes
CUST01552,Female,0,Yes,Yes,61,No,DSL,Two year,Bank transfer,91.1,5557.1,No
CUST01553,Male,1,Yes,No,57,Yes,DSL,One year,Mailed check,33.49,1908.93,Yes
CUST01554,Female,1,No,Yes,67,Yes,Fiber optic,One year,Bank transfer,45.12,3023.04,No
CUST01555,Male,0,No,Yes,21,No,Fiber optic,Month-to-month,Bank transfer,56.85,1193.85,No
CUST01556,Female,1,No,No,34,No,Fiber optic,One year,Mailed check,24.71,840.14,No
CUST01557,Female,0,Yes,Yes,25,No,No,Month-to-month,Credit card,104.55,2613.75,No
CUST01558,Male,1,Yes,Yes,10,No,DSL,Two year,Electronic check,65.08,650.8,No
CUST01559,Female,1,Yes,Yes,24,Yes,No,Month-to-month,Electronic check,106.76,2562.24,No
CUST01560,Male,0,Yes,No,8,Yes,Fiber optic,Month-to-month,Mailed check,80.67,645.36,Yes
CUST01561,Male,0,No,Yes,41,No,DSL,Month-to-month,Electronic check,91.92,3768.72,No
CUST01562,Male,1,No,No,13,No,Fiber optic,One year,Mailed check,71.47,929.11,No
CUST01563,Male,1,No,No,35,No,No,Two year,Electronic check,45.41,1589.35,No
CUST01564,Male,0,Yes,No,60,Yes,No,Month-to-month,Credit card,80.28,4816.8,No
CUST01565,Male,1,No,Yes,64,No,Fiber optic,Month-to-month,Credit card,71.25,4560.0,No
CUST01566,Male,1,Yes,No,17,Yes,No,Month-to-month,Credit card,103.75,1763.75,Yes
CUST01567,Male,0,Yes,No,32,Yes,No,Month-to-month,Electronic check,37.5,1200.0,No
CUST01568,Male,1,Yes,No,19,Yes,DSL,Two year,Electronic check,117.58,2234.02,No
CUST01569,Male,0,Yes,Yes,71,Yes,DSL,Month-to-month,Electronic check,112.41,7981.11,Yes
CUST01570,Male,1,No,Yes,8,No,No,Month-to-month,Credit card,89.17,713.36,Yes
CUST01571,Male,1,Yes,No,15,No,DSL,Month-to-month,Mailed check,21.12,316.8,No
CUST01572,Female,0,Yes,Yes,70,No,No,Month-to-month,Mailed check,48.94,3425.8,No
CUST01573,Male,1,Yes,Yes,24,No,Fiber optic,Month-to-month,Mailed check,51.49,1235.76,Yes
CUST01574,Female,1,No,No,0,Yes,No,Two year,Electronic check,57.01,57.01,No
CUST01575,Male,1,No,No,55,No,Fiber optic,Two year,Bank transfer,63.29,3480.95,Yes
CUST01576,Female,0,No,Yes,11,Yes,Fiber optic,One year,Bank transfer,90.9,999.9,No
CUST01577,Male,1,Yes,No,60,No,No,One year,Mailed check,24.2,1452.0,No
CUST01578,Male,1,Yes,No,48,Yes,No,Month-to-month,Credit card,73.43,3524.64,No
CUST01579,Male,0,No,No,71,No,DSL,Two year,Bank transfer,75.54,5363.34,No
CUST01580,Male,0,No,No,54,Yes,DSL,Month-to-month,Electronic check,38.06,2055.24,Yes
CUST01581,Female,1,No,Yes,16,Yes,No,One year,Electronic check,63.16,1010.56,No
CUST01582,Male,1,No,No,47,No,Fiber optic,Two year,Credit card,113.45,5332.15,No
CUST01583,Male,0,No,No,37,Yes,DSL,One year,Mailed check,90.61,3352.57,No
CUST01584,Male,1,Yes,No,35,Yes,No,One year,Credit card,29.19,1021.65,No
CUST01585,Male,0,No,No,42,Yes,No,Month-to-month,Bank transfer,71.22,2991.24,No
CUST01586,Male,0,No,No,37,Yes,No,Two year,Mailed check,57.28,2119.36,No
CUST01587,Female,0,Yes,Yes,16,Yes,No,Month-to-month,Bank transfer,104.46,1671.36,Yes
CUST01588,Female,0,Yes,Yes,52,Yes,No,Month-to-month,Mailed check,47.51,2470.52,No
CUST01589,Male,1,Yes,Yes,71,Yes,No,Two year,Bank transfer,81.1,5758.1,Yes
CUST01590,Female,1,Yes,No,57,Yes,Fiber optic,Month-to-month,Electronic check,44.04,2510.28,No
CUST01591,Male,0,Yes,Yes,7,Yes,Fiber optic,Two year,Electronic check,98.63,690.41,No
CUST01592,Female,0,No,Yes,11,Yes,No,Month-to-month,Mailed check,51.5,566.5,No
CUST01593,Female,1,No,Yes,25,No,No,Month-to-month,Electronic check,24.39,609.75,Yes
CUST01594,Male,1,No,Yes,64,No,Fiber optic,Month-to-month,Mailed check,77.4,4953.6,No
CUST01595,Male,1,No,Yes,52,Yes,Fiber optic,Month-to-month,Mailed check,54.46,2831.92,No
CUST01596,Male,0,Yes,No,39,No,No,Month-to-month,Credit card,101.09,3942.51,No
CUST01597,Male,1,Yes,No,28,No,DSL,Month-to-month,Credit card,88.46,2476.88,No
CUST01598,Male,1,Yes,No,67,No,Fiber optic,Two year,Mailed check,26.05,1745.35,No
CUST01599,Male,0,No,No,70,Yes,Fiber optic,Month-to-month,Bank transfer,50.36,3525.2,No
CUST01600,Female,1,Yes,No,6,No,DSL,Month-to-month,Bank transfer,64.55,387.3,No
CUST01601,Female,0,Yes,No,50,Yes,DSL,Month-to-month,Credit card,35.95,1797.5,No
CUST01602,Male,0,Yes,Yes,39,No,No,One year,Credit card,93.06,3629.34,No
CUST01603,Female,0,No,No,12,No,DSL,One year,Mailed check,80.1,961.2,No
CUST01604,Female,1,Yes,No,21,Yes,No,Month-to-month,Mailed check,83.38,1750.98,No
CUST01605,Female,0,No,No,0,Yes,DSL,One year,Mailed check,109.3,109.3,No
CUST01606,Male,0,Yes,No,53,Yes,Fiber optic,One year,Bank transfer,95.95,5085.35,Yes
CUST01607,Female,0,No,No,56,Yes,Fiber optic,One year,Mailed check,83.37,4668.72,Yes
CUST01608,Male,1,No,Yes,16,Yes,DSL,Month-to-month,Credit card,66.37,1061.92,No
CUST01609,Male,1,Yes,Yes,36,Yes,Fiber optic,One year,Bank transfer,115.74,4166.64,No
CUST01610,Female,1,Yes,No,16,Yes,DSL,Two year,Bank transfer,113.77,1820.32,Yes
CUST01611,Female,0,No,No,22,No,DSL,Month-to-month,Electronic check,115.98,2551.56,No
CUST01612,Male,0,Yes,No,7,Yes,No,Month-to-month,Credit card,60.76,425.32,No
CUST01613,Male,0,No,No,56,Yes,No,Month-to-month,Mailed check,67.75,3794.0,No
CUST01614,Female,1,Yes,Yes,72,No,Fiber optic,Month-to-month,Mailed check,104.83,7547.76,Yes
CUST01615,Female,1,Yes,Yes,42,No,Fiber optic,Month-to-month,Mailed check,52.81,2218.02,No
CUST01616,Male,1,Yes,Yes,50,Yes,DSL,Month-to-month,Bank transfer,38.36,1918.0,No
CUST01617,Male,0,Yes,No,42,No,DSL,Month-to-month,Electronic check,105.6,4435.2,No
CUST01618,Male,1,Yes,Yes,69,Yes,Fiber optic,Month-to-month,Credit card,75.58,5215.02,No
CUST01619,Female,0,No,No,56,No,No,Month-to-month,Credit card,41.99,2351.44,No
CUST01620,Female,0,Yes,No,41,Yes,DSL,Two year,Mailed check,105.72,4334.52,No
CUST01621,Male,0,Yes,No,53,Yes,Fiber optic,Two year,Credit card,87.1,4616.3,No
CUST01622,Female,0,Yes,No,59,Yes,DSL,One year,Electronic check,108.99,6430.41,Yes
CUST01623,Male,0,Yes,Yes,23,No,No,One year,Electronic check,38.9,894.7,Yes
CUST01624,Female,0,No,Yes,46,Yes,No,Month-to-month,Bank transfer,76.55,3521.3,No
CUST01625,Male,1,Yes,Yes,72,Yes,Fiber optic,One year,Mailed check,94.96,6837.12,No
CUST01626,Male,0,Yes,No,61,No,DSL,Two year,Bank transfer,73.5,4483.5,No
CUST01627,Female,0,Yes,Yes,42,Yes,DSL,Month-to-month,Electronic check,116.14,4877.88,No
CUST01628,Male,0,Yes,Yes,22,Yes,Fiber optic,One year,Electronic check,75.12,1652.64,No
CUST01629,Female,0,Yes,Yes,35,Yes,No,Two year,Electronic check,47.87,1675.45,Yes
CUST01630,Female,0,Yes,Yes,16,Yes,DSL,One year,Mailed check,93.57,1497.12,No
CUST01631,Male,0,Yes,Yes,16,Yes,DSL,Month-to-month,Electronic check,91.69,1467.04,Yes
CUST01632,Male,1,No,Yes,53,No,No,Month-to-month,Mailed check,53.55,2838.15,Yes
CUST01633,Male,0,Yes,Yes,56,Yes,No,Month-to-month,Electronic check,65.69,3678.64,No
CUST01634,Male,0,No,No,53,Yes,No,Two year,Mailed check,88.26,4677.78,No
CUST01635,Female,0,No,Yes,15,Yes,DSL,Month-to-month,Electronic check,114.41,1716.15,Yes
CUST01636,Female,0,Yes,No,25,No,Fiber optic,Month-to-month,Credit card,113.89,2847.25,No
CUST01637,Male,0,Yes,No,5,No,No,One year,Bank transfer,58.32,291.6,No
CUST01638,Male,1,No,Yes,32,Yes,No,Month-to-month,Credit card,50.05,1601.6,No
CUST01639,Male,1,Yes,No,44,No,DSL,One year,Credit card,20.85,917.4,No
CUST01640,Female,1,Yes,No,15,No,Fiber optic,Two year,Mailed check,28.85,432.75,No
CUST01641,Female,0,No,Yes,12,Yes,No,Two year,Mailed check,87.92,1055.04,No
CUST01642,Female,1,No,Yes,39,Yes,DSL,One year,Bank transfer,110.74,4318.86,No
CUST01643,Male,1,Yes,No,58,Yes,Fiber optic,Month-to-month,Mailed check,117.41,6809.78,No
CUST01644,Female,0,No,No,4,No,Fiber optic,Month-to-month,Credit card,100.89,403.56,Yes
CUST01645,Female,1,No,No,49,No,No,Month-to-month,Bank transfer,111.61,5468.89,No
CUST01646,Female,1,No,No,25,Yes,Fiber optic,Month-to-month,Mailed check,56.05,1401.25,No
CUST01647,Male,1,No,Yes,35,No,No,Month-to-month,Bank transfer,32.65,1142.75,No
CUST01648,Female,1,Yes,No,65,No,Fiber optic,Month-to-month,Bank transfer,28.75,1868.75,No
CUST01649,Female,0,Yes,No,57,Yes,DSL,Two year,Bank transfer,38.17,2175.69,No
CUST01650,Male,1,Yes,No,15,Yes,DSL,Month-to-month,Credit card,46.57,698.55,No
CUST01651,Female,1,Yes,Yes,14,Yes,No,Month-to-month,Credit card,50.1,701.4,No
CUST01652,Female,0,Yes,Yes,28,Yes,DSL,Two year,Electronic check,30.42,851.76,No
CUST01653,Female,0,No,No,10,No,No,Month-to-month,Mailed check,56.84,568.4,No
CUST01654,Female,1,No,No,55,Yes,DSL,Month-to-month,Credit card,108.92,5990.6,No
CUST01655,Male,0,No,No,24,Yes,Fiber optic,Month-to-month,Credit card,84.28,2022.72,No
CUST01656,Male,1,No,Yes,57,Yes,Fiber optic,Month-to-month,Electronic check,33.21,1892.97,No
CUST01657,Male,1,Yes,No,5,Yes,Fiber optic,One year,Bank transfer,112.5,562.5,No
CUST01658,Male,0,Yes,No,66,Yes,DSL,Month-to-month,Bank transfer,85.83,5664.78,No
CUST01659,Female,0,Yes,No,23,Yes,No,One year,Electronic check,51.98,1195.54,Yes
CUST01660,Male,0,No,Yes,27,Yes,DSL,Month-to-month,Credit card,96.31,2600.37,No
CUST01661,Male,1,Yes,Yes,44,No,DSL,Month-to-month,Bank transfer,55.11,2424.84,No
CUST01662,Male,1,Yes,Yes,16,No,DSL,Two year,Mailed check,91.91,1470.56,No
CUST01663,Male,1,No,No,66,No,DSL,Month-to-month,Mailed check,80.34,5302.44,No
CUST01664,Male,1,Yes,No,29,No,DSL,Month-to-month,Mailed check,62.32,1807.28,No
CUST01665,Male,0,Yes,Yes,49,Yes,Fiber optic,One year,Electronic check,80.71,3954.79,No
CUST01666,Female,0,Yes,Yes,19,No,No,Month-to-month,Bank transfer,59.64,1133.16,No
CUST01667,Female,1,Yes,No,68,Yes,DSL,One year,Mailed check,105.95,7204.6,No
CUST01668,Female,0,Yes,Yes,27,No,DSL,Two year,Bank transfer,118.22,3191.94,No
CUST01669,Female,0,Yes,Yes,71,No,DSL,Two year,Credit card,119.04,8451.84,No
CUST01670,Female,1,Yes,No,23,Yes,No,One year,Credit card,102.11,2348.53,No
CUST01671,Female,0,No,No,31,No,DSL,One year,Mailed check,26.67,826.77,No
CUST01672,Male,1,Yes,No,0,Yes,Fiber optic,Month-to-month,Mailed check,68.56,68.56,Yes
CUST01673,Female,1,No,Yes,51,No,Fiber optic,Month-to-month,Electronic check,86.11,4391.61,No
CUST01674,Male,0,No,No,40,Yes,No,One year,Electronic check,93.05,3722.0,No
CUST01675,Female,1,Yes,Yes,47,No,Fiber optic,Two year,Bank transfer,28.65,1346.55,No
CUST01676,Female,1,Yes,No,2,No,DSL,One year,Electronic check,76.96,153.92,No
CUST01677,Male,0,No,Yes,61,Yes,DSL,Two year,Credit card,100.34,6120.74,No
CUST01678,Male,0,No,Yes,12,No,No,One year,Credit card,33.6,403.2,No
CUST01679,Male,1,Yes,No,59,No,Fiber optic,One year,Credit card,73.2,4318.8,No
CUST01680,Male,0,Yes,No,29,No,Fiber optic,One year,Credit card,27.99,811.71,No
CUST01681,Male,0,No,Yes,69,No,Fiber optic,Month-to-month,Bank transfer,62.04,4280.76,Yes
CUST01682,Male,1,Yes,Yes,24,Yes,DSL,Month-to-month,Electronic check,23.09,554.16,No
CUST01683,Female,1,No,No,45,No,Fiber optic,One year,Electronic check,104.22,4689.9,No
CUST01684,Female,1,No,No,6,No,Fiber optic,Month-to-month,Bank transfer,20.12,120.72,No
CUST01685,Female,0,No,Yes,57,No,No,Two year,Electronic check,79.31,4520.67,No
CUST01686,Male,1,Yes,No,32,No,DSL,Month-to-month,Electronic check,105.79,3385.28,No
CUST01687,Female,0,No,No,49,Yes,No,Month-to-month,Credit card,117.51,5757.99,Yes
CUST01688,Female,1,No,Yes,28,Yes,DSL,Month-to-month,Mailed check,52.11,1459.08,No
CUST01689,Female,1,Yes,Yes,59,No,No,Month-to-month,Credit card,61.35,3619.65,No
CUST01690,Female,1,Yes,No,44,No,No,Month-to-month,Mailed check,112.26,4939.44,No
